en_GU,"ఆంగ్లం (గ్వామ్)"
en_GG,"ఆంగ్లం (గ్వేర్నసే)"
en_GH,"ఆంగ్లం (ఘనా)"
en_JM,"ఆంగ్లం (జమైకా)"
en_ZM,"ఆంగ్లం (జాంబియా)"
en_ZW,"ఆంగ్లం (జింబాబ్వే)"
en_GI,"ఆంగ్లం (జిబ్రాల్టార్)"
en_JE,"ఆంగ్లం (జెర్సీ)"
en_TZ,"ఆంగ్లం (టాంజానియా)"
en_TV,"ఆంగ్లం (టువాలు)"
en_TO,"ఆంగ్లం (టోంగా)"
en_TK,"ఆంగ్లం (టోకేలావ్)"
en_TT,"ఆంగ్లం (ట్రినిడాడ్ మరియు టొబాగో)"
en_DG,"ఆంగ్లం (డియాగో గార్సియా)"
en_DM,"ఆంగ్లం (డోమెనిక)"
en_TC,"ఆంగ్లం (తుర్క్ మరియు కాలికోస్ దీవులు)"
en_ZA,"ఆంగ్లం (దక్షిణ ఆఫ్రికా)"
en_SS,"ఆంగ్లం (దక్షిణ సూడాన్)"
en_NA,"ఆంగ్లం (నమీబియా)"
en_NF,"ఆంగ్లం (నార్ఫాక్ దీవి)"
en_NU,"ఆంగ్లం (నియు)"
en_NG,"ఆంగ్లం (నైజీరియా)"
en_NR,"ఆంగ్లం (నౌరు)"
en_NZ,"ఆంగ్లం (న్యూజిలాండ్)"
en_PW,"ఆంగ్లం (పలావు)"
en_PK,"ఆంగ్లం (పాకిస్తాన్)"
en_PG,"ఆంగ్లం (పాపువా న్యు గినియా)"
en_PN,"ఆంగ్లం (పిట్‌కెయిర్న్ దీవులు)"
en_FK,"ఆంగ్లం (ఫాక్‌ల్యాండ్ దీవులు)"
en_FJ,"ఆంగ్లం (ఫిజీ)"
en_PH,"ఆంగ్లం (ఫిలిప్పీన్స్)"
en_PR,"ఆంగ్లం (ఫ్యూర్టో రికో)"
en_BS,"ఆంగ్లం (బహామాస్)"
en_BB,"ఆంగ్లం (బార్బడోస్)"
en_BM,"ఆంగ్లం (బెర్ముడా)"
en_BZ,"ఆంగ్లం (బెలిజ్)"
en_BE,"ఆంగ్లం (బెల్జియం)"
en_BW,"ఆంగ్లం (బోట్స్వానా)"
en_VG,"ఆంగ్లం (బ్రిటిష్ వర్జిన్ దీవులు)"
en_IO,"ఆంగ్లం (బ్రిటీష్ భారతీయ సముద్రపు ప్రాంతం)"
en_IN,"ఆంగ్లం (భారత దేశం)"
en_MG,"ఆంగ్లం (మడగాస్కర్)"
en_MY,"ఆంగ్లం (మలేషియా)"
en_MO,"ఆంగ్లం (మాకావ్ ఎస్ఏఆర్ చైనా)"
en_MU,"ఆంగ్లం (మారిషస్)"
en_MH,"ఆంగ్లం (మార్షల్ దీవులు)"
en_MW,"ఆంగ్లం (మాలావి)"
en_MT,"ఆంగ్లం (మాల్టా)"
en_FM,"ఆంగ్లం (మైక్రోనేశియ)"
en_MS,"ఆంగ్లం (మోంట్సేర్రాట్)"
en_VI,"ఆంగ్లం (యు.ఎస్. వర్జిన్ దీవులు)"
en_GB,"ఆంగ్లం (యునైటెడ్ కింగ్‌డమ్)"
en_RW,"ఆంగ్లం (రువాండా)"
en_LS,"ఆంగ్లం (లెసోతో)"
en_LR,"ఆంగ్లం (లైబీరియా)"
en_VU,"ఆంగ్లం (వనాటు)"
en_UM,"ఆంగ్లం (సంయుక్త రాజ్య అమెరికా బయట ఉన్న దీవులు)"
en_WS,"ఆంగ్లం (సమోవా)"
en_SG,"ఆంగ్లం (సింగపూర్)"
en_SX,"ఆంగ్లం (సింట్ మార్టెన్)"
en_SL,"ఆంగ్లం (సియెర్రా లియాన్)"
en_SC,"ఆంగ్లం (సీషెల్స్)"
en_SD,"ఆంగ్లం (సూడాన్)"
en_KN,"ఆంగ్లం (సెంట్ కిట్ట్స్ మరియు నెవిస్)"
en_LC,"ఆంగ్లం (సెంట్ లూసియా)"
en_VC,"ఆంగ్లం (సెంట్ విన్సెంట్ మరియు గ్రెనడీన్స్)"
en_SH,"ఆంగ్లం (సెంట్ హెలినా)"
en_SB,"ఆంగ్లం (సోలమన్ దీవులు)"
en_SZ,"ఆంగ్లం (స్వాజిల్యాండ్)"
en_HK,"ఆంగ్లం (హాంకాంగ్ ఎస్ఏఆర్ చైనా)"
af,ఆఫ్రికాన్స్
af_ZA,"ఆఫ్రికాన్స్ (దక్షిణ ఆఫ్రికా)"
af_NA,"ఆఫ్రికాన్స్ (నమీబియా)"
hy,ఆర్మేనియన్
hy_AM,"ఆర్మేనియన్ (ఆర్మేనియా)"
id,ఇండోనేషియన్
id_ID,"ఇండోనేషియన్ (ఇండోనేషియా)"
ig,ఇగ్బో
ig_NG,"ఇగ్బో (నైజీరియా)"
it,ఇటాలియన్
it_IT,"ఇటాలియన్ (ఇటలీ)"
it_SM,"ఇటాలియన్ (సాన్ మారినో)"
it_CH,"ఇటాలియన్ (స్విట్జర్లాండ్)"
yi,ఇడ్డిష్
ee,ఈవీ
ee_GH,"ఈవీ (ఘనా)"
ee_TG,"ఈవీ (టోగో)"
et,ఈస్టొనియన్
et_EE,"ఈస్టొనియన్ (ఎస్టోనియా)"
uk,ఉక్రేనియన్
uk_UA,"ఉక్రేనియన్ (ఉక్రెయిన్)"
uz,ఉజ్బెక్
uz_Arab_AF,"ఉజ్బెక్ (అరబిక్, ఆఫ్ఘనిస్తాన్)"
uz_Arab,"ఉజ్బెక్ (అరబిక్)"
uz_AF,"ఉజ్బెక్ (ఆఫ్ఘనిస్తాన్)"
uz_UZ,"ఉజ్బెక్ (ఉజ్బెకిస్తాన్)"
uz_Latn_UZ,"ఉజ్బెక్ (లాటిన్, ఉజ్బెకిస్తాన్)"
uz_Latn,"ఉజ్బెక్ (లాటిన్)"
uz_Cyrl_UZ,"ఉజ్బెక్ (సిరిలిక్, ఉజ్బెకిస్తాన్)"
uz_Cyrl,"ఉజ్బెక్ (సిరిలిక్)"
nd,"ఉత్తర దెబెలె"
nd_ZW,"ఉత్తర దెబెలె (జింబాబ్వే)"
se,"ఉత్తర సామి"
se_NO,"ఉత్తర సామి (నార్వే)"
se_FI,"ఉత్తర సామి (ఫిన్లాండ్)"
se_SE,"ఉత్తర సామి (స్వీడన్)"
ug,ఉయ్‌ఘర్
ug_Arab_CN,"ఉయ్‌ఘర్ (అరబిక్, చైనా)"
ug_Arab,"ఉయ్‌ఘర్ (అరబిక్)"
ug_CN,"ఉయ్‌ఘర్ (చైనా)"
ur,ఉర్దూ
ur_PK,"ఉర్దూ (పాకిస్తాన్)"
ur_IN,"ఉర్దూ (భారత దేశం)"
eo,ఎస్పరెన్టొ
ga,ఐరిష్
ga_IE,"ఐరిష్ (ఐర్లాండ్)"
is,ఐస్లాండిక్
is_IS,"ఐస్లాండిక్ (ఐస్లాండ్)"
or,ఒరియా
or_IN,"ఒరియా (భారత దేశం)"
om,ఒరోమో
om_ET,"ఒరోమో (ఇథియోపియా)"
om_KE,"ఒరోమో (కెన్యా)"
os,ఒసేటిక్
os_GE,"ఒసేటిక్ (జార్జియా)"
os_RU,"ఒసేటిక్ (రష్యా)"
kk,కజఖ్
kk_KZ,"కజఖ్ (కజకస్తాన్)"
kk_Cyrl_KZ,"కజఖ్ (సిరిలిక్, కజకస్తాన్)"
kk_Cyrl,"కజఖ్ (సిరిలిక్)"
kn,కన్నడ
kn_IN,"కన్నడ (భారత దేశం)"
kl,కలాల్లిసూట్
kl_GL,"కలాల్లిసూట్ (గ్రీన్‌లాండ్)"
ks,కాశ్మీరి
ks_Arab_IN,"కాశ్మీరి (అరబిక్, భారత దేశం)"
ks_Arab,"కాశ్మీరి (అరబిక్)"
ks_IN,"కాశ్మీరి (భారత దేశం)"
ki,కికుయు
ki_KE,"కికుయు (కెన్యా)"
rw,కిన్యర్వాండా
rw_RW,"కిన్యర్వాండా (రువాండా)"
ky,కిర్గిజ్
ky_KG,"కిర్గిజ్ (కిర్గిజిస్తాన్)"
ky_Cyrl_KG,"కిర్గిజ్ (సిరిలిక్, కిర్గిజిస్తాన్)"
ky_Cyrl,"కిర్గిజ్ (సిరిలిక్)"
ca,కెటలాన్
ca_AD,"కెటలాన్ (అండొర్రా)"
ca_IT,"కెటలాన్ (ఇటలీ)"
ca_FR,"కెటలాన్ (ఫ్రాన్స్‌)"
ca_ES,"కెటలాన్ (స్పెయిన్)"
qu,కెషుయా
qu_EC,"కెషుయా (ఈక్వడార్)"
qu_PE,"కెషుయా (పెరూ)"
qu_BO,"కెషుయా (బొలీవియా)"
ko,కొరియన్
ko_KP,"కొరియన్ (ఉత్తర కొరియా)"
ko_KR,"కొరియన్ (దక్షిణ కొరియా)"
kw,కోర్నిష్
kw_GB,"కోర్నిష్ (యునైటెడ్ కింగ్‌డమ్)"
hr,క్రొయెషియన్
hr_HR,"క్రొయెషియన్ (క్రోయేషియా)"
hr_BA,"క్రొయెషియన్ (బోస్నియా మరియు హెర్జెగొవీనా)"
km,ఖ్మేర్
km_KH,"ఖ్మేర్ (కంబోడియా)"
lg,గాండా
lg_UG,"గాండా (ఉగాండా)"
gu,గుజరాతి
gu_IN,"గుజరాతి (భారత దేశం)"
gl,గెలిషియన్
gl_ES,"గెలిషియన్ (స్పెయిన్)"
el,గ్రీక్
el_GR,"గ్రీక్ (గ్రీస్)"
el_CY,"గ్రీక్ (సైప్రస్)"
cs,చెక్
cs_CZ,"చెక్ (చెక్ రిపబ్లిక్)"
zh,చైనీస్
zh_CN,"చైనీస్ (చైనా)"
zh_TW,"చైనీస్ (తైవాన్)"
zh_MO,"చైనీస్ (మాకావ్ ఎస్ఏఆర్ చైనా)"
zh_Hans_CN,"చైనీస్ (సరళీకృతం, చైనా)"
zh_Hans_MO,"చైనీస్ (సరళీకృతం, మాకావ్ ఎస్ఏఆర్ చైనా)"
zh_Hans_SG,"చైనీస్ (సరళీకృతం, సింగపూర్)"
zh_Hans_HK,"చైనీస్ (సరళీకృతం, హాంకాంగ్ ఎస్ఏఆర్ చైనా)"
zh_Hans,"చైనీస్ (సరళీకృతం)"
zh_Hant_TW,"చైనీస్ (సాంప్రదాయక, తైవాన్)"
zh_Hant_MO,"చైనీస్ (సాంప్రదాయక, మాకావ్ ఎస్ఏఆర్ చైనా)"
zh_Hant_HK,"చైనీస్ (సాంప్రదాయక, హాంకాంగ్ ఎస్ఏఆర్ చైనా)"
zh_Hant,"చైనీస్ (సాంప్రదాయక)"
zh_SG,"చైనీస్ (సింగపూర్)"
zh_HK,"చైనీస్ (హాంకాంగ్ ఎస్ఏఆర్ చైనా)"
de,జర్మన్
de_AT,"జర్మన్ (ఆస్ట్రియా)"
de_DE,"జర్మన్ (జర్మనీ)"
de_BE,"జర్మన్ (బెల్జియం)"
de_LU,"జర్మన్ (లక్సంబర్గ్)"
de_LI,"జర్మన్ (లిక్టెస్టేన్)"
de_CH,"జర్మన్ (స్విట్జర్లాండ్)"
ja,జాపనీస్
ja_JP,"జాపనీస్ (జపాన్)"
ka,జార్జియన్
ka_GE,"జార్జియన్ (జార్జియా)"
zu,జూలూ
zu_ZA,"జూలూ (దక్షిణ ఆఫ్రికా)"
dz,జొన్ఖా
dz_BT,"జొన్ఖా (భూటాన్)"
tr,టర్కిష్
tr_TR,"టర్కిష్ (టర్కీ)"
tr_CY,"టర్కిష్ (సైప్రస్)"
to,టాంగాన్
to_TO,"టాంగాన్ (టోంగా)"
bo,టిబెటన్
bo_CN,"టిబెటన్ (చైనా)"
bo_IN,"టిబెటన్ (భారత దేశం)"
nl,డచ్
nl_AW,"డచ్ (అరుబా)"
nl_BQ,"డచ్ (కరీబియన్ నెదర్లాండ్స్)"
nl_CW,"డచ్ (కురాకవో)"
nl_NL,"డచ్ (నెదర్లాండ్స్)"
nl_BE,"డచ్ (బెల్జియం)"
nl_SX,"డచ్ (సింట్ మార్టెన్)"
nl_SR,"డచ్ (సురినామ్)"
da,డేనిష్
da_GL,"డేనిష్ (గ్రీన్‌లాండ్)"
da_DK,"డేనిష్ (డెన్మార్క్)"
tl,తగలోగ్
tl_PH,"తగలోగ్ (ఫిలిప్పీన్స్)"
ta,తమిళము
ta_IN,"తమిళము (భారత దేశం)"
ta_MY,"తమిళము (మలేషియా)"
ta_LK,"తమిళము (శ్రీలంక)"
ta_SG,"తమిళము (సింగపూర్)"
ti,తిగ్రిన్యా
ti_ET,"తిగ్రిన్యా (ఇథియోపియా)"
ti_ER,"తిగ్రిన్యా (ఎరిట్రియా)"
te,తెలుగు
te_IN,"తెలుగు (భారత దేశం)"
th,థాయ్
th_TH,"థాయ్ (థాయిలాండ్)"
no,నార్విజియాన్
no_NO,"నార్విజియాన్ (నార్వే)"
nn,"నార్విజియాన్ న్యోర్స్క్"
nn_NO,"నార్విజియాన్ న్యోర్స్క్ (నార్వే)"
nb,"నార్వీజియన్ బొక్మాల్"
nb_NO,"నార్వీజియన్ బొక్మాల్ (నార్వే)"
nb_SJ,"నార్వీజియన్ బొక్మాల్ (స్వాల్బార్డ్ మరియు యాన్ మాయేన్)"
ne,నేపాలి
ne_NP,"నేపాలి (నేపాల్)"
ne_IN,"నేపాలి (భారత దేశం)"
pa,పంజాబీ
pa_Arab_PK,"పంజాబీ (అరబిక్, పాకిస్తాన్)"
pa_Arab,"పంజాబీ (అరబిక్)"
pa_Guru_IN,"పంజాబీ (గుర్ముఖి, భారత దేశం)"
pa_Guru,"పంజాబీ (గుర్ముఖి)"
pa_PK,"పంజాబీ (పాకిస్తాన్)"
pa_IN,"పంజాబీ (భారత దేశం)"
fa,పర్షియన్
fa_AF,"పర్షియన్ (ఆఫ్ఘనిస్తాన్)"
fa_IR,"పర్షియన్ (ఇరాన్)"
fy,"పశ్చిమ ఫ్రిసియన్"
fy_NL,"పశ్చిమ ఫ్రిసియన్ (నెదర్లాండ్స్)"
ps,పాష్టో
ps_AF,"పాష్టో (ఆఫ్ఘనిస్తాన్)"
pt,పోర్చుగీస్
pt_AO,"పోర్చుగీస్ (అంగోలా)"
pt_CV,"పోర్చుగీస్ (కేప్ వెర్డే)"
pt_GW,"పోర్చుగీస్ (గినియా-బిస్సావ్)"
pt_TL,"పోర్చుగీస్ (టిమోర్-లెస్టె)"
pt_PT,"పోర్చుగీస్ (పోర్చుగల్)"
pt_BR,"పోర్చుగీస్ (బ్రెజిల్)"
pt_MO,"పోర్చుగీస్ (మాకావ్ ఎస్ఏఆర్ చైనా)"
pt_MZ,"పోర్చుగీస్ (మొజాంబిక్)"
pt_ST,"పోర్చుగీస్ (సావోటోమ్ మరియు ప్రిన్సిపే)"
pl,పోలిష్
pl_PL,"పోలిష్ (పోలాండ్)"
fo,ఫారోయీజ్
fo_FO,"ఫారోయీజ్ (ఫారో దీవులు)"
fi,ఫిన్నిష్
fi_FI,"ఫిన్నిష్ (ఫిన్లాండ్)"
ff,ఫ్యుల
ff_CM,"ఫ్యుల (కామెరూన్)"
ff_GN,"ఫ్యుల (గినియా)"
ff_MR,"ఫ్యుల (మౌరిటేనియా)"
ff_SN,"ఫ్యుల (సెనెగల్)"
fr,ఫ్రెంచ్
fr_DZ,"ఫ్రెంచ్ (అల్జీరియా)"
fr_GQ,"ఫ్రెంచ్ (ఈక్వటోరియల్ గినియా)"
fr_CI,"ఫ్రెంచ్ (ఐవరీ కోస్ట్)"
fr_CD,"ఫ్రెంచ్ (కాంగో- కిన్షాసా)"
fr_CG,"ఫ్రెంచ్ (కాంగో- బ్రాజావిల్లి)"
fr_CM,"ఫ్రెంచ్ (కామెరూన్)"
fr_CA,"ఫ్రెంచ్ (కెనడా)"
fr_KM,"ఫ్రెంచ్ (కొమొరోస్)"
fr_NC,"ఫ్రెంచ్ (క్రొత్త కాలెడోనియా)"
fr_GA,"ఫ్రెంచ్ (గాబన్)"
fr_GN,"ఫ్రెంచ్ (గినియా)"
fr_GP,"ఫ్రెంచ్ (గ్వాడేలోప్)"
fr_TD,"ఫ్రెంచ్ (చాద్)"
fr_DJ,"ఫ్రెంచ్ (జిబౌటి)"
fr_TG,"ఫ్రెంచ్ (టోగో)"
fr_TN,"ఫ్రెంచ్ (ట్యునీషియా)"
fr_NE,"ఫ్రెంచ్ (నైజర్)"
fr_FR,"ఫ్రెంచ్ (ఫ్రాన్స్‌)"
fr_GF,"ఫ్రెంచ్ (ఫ్రెంచ్ గియానా)"
fr_PF,"ఫ్రెంచ్ (ఫ్రెంచ్ పోలినిషియా)"
fr_BI,"ఫ్రెంచ్ (బురుండి)"
fr_BF,"ఫ్రెంచ్ (బుర్కినా ఫాసో)"
fr_BJ,"ఫ్రెంచ్ (బెనిన్)"
fr_BE,"ఫ్రెంచ్ (బెల్జియం)"
fr_MG,"ఫ్రెంచ్ (మడగాస్కర్)"
fr_YT,"ఫ్రెంచ్ (మాయొట్టి)"
fr_MU,"ఫ్రెంచ్ (మారిషస్)"
fr_MQ,"ఫ్రెంచ్ (మార్టినిక్)"
fr_ML,"ఫ్రెంచ్ (మాలి)"
fr_MC,"ఫ్రెంచ్ (మొనాకో)"
fr_MA,"ఫ్రెంచ్ (మొరాక్కో)"
fr_MR,"ఫ్రెంచ్ (మౌరిటేనియా)"
fr_RE,"ఫ్రెంచ్ (రియూనియన్)"
fr_RW,"ఫ్రెంచ్ (రువాండా)"
fr_LU,"ఫ్రెంచ్ (లక్సంబర్గ్)"
fr_VU,"ఫ్రెంచ్ (వనాటు)"
fr_WF,"ఫ్రెంచ్ (వాలిస్ మరియు ఫ్యుత్యునా)"
fr_SY,"ఫ్రెంచ్ (సిరియా)"
fr_SC,"ఫ్రెంచ్ (సీషెల్స్)"
fr_PM,"ఫ్రెంచ్ (సెంట్ పియెర్ మరియు మికెలాన్)"
fr_BL,"ఫ్రెంచ్ (సెంట్ బర్తేలెమీ)"
fr_MF,"ఫ్రెంచ్ (సెంట్ మార్టిన్)"
fr_CF,"ఫ్రెంచ్ (సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్)"
fr_SN,"ఫ్రెంచ్ (సెనెగల్)"
fr_CH,"ఫ్రెంచ్ (స్విట్జర్లాండ్)"
fr_HT,"ఫ్రెంచ్ (హైటి)"
bm,బంబారా
bm_Latn_ML,"బంబారా (లాటిన్, మాలి)"
bm_Latn,"బంబారా (లాటిన్)"
my,బర్మీస్
my_MM,"బర్మీస్ (మయన్మార్ (బర్మా))"
bg,బల్గేరియన్
bg_BG,"బల్గేరియన్ (బల్గేరియా)"
eu,బాస్క్
eu_ES,"బాస్క్ (స్పెయిన్)"
bn,బెంగాలీ
bn_BD,"బెంగాలీ (బంగ్లాదేశ్)"
bn_IN,"బెంగాలీ (భారత దేశం)"
be,బెలరుశియన్
be_BY,"బెలరుశియన్ (బెలారస్)"
bs,బోస్నియన్
bs_BA,"బోస్నియన్ (బోస్నియా మరియు హెర్జెగొవీనా)"
bs_Latn_BA,"బోస్నియన్ (లాటిన్, బోస్నియా మరియు హెర్జెగొవీనా)"
bs_Latn,"బోస్నియన్ (లాటిన్)"
bs_Cyrl_BA,"బోస్నియన్ (సిరిలిక్, బోస్నియా మరియు హెర్జెగొవీనా)"
bs_Cyrl,"బోస్నియన్ (సిరిలిక్)"
br,బ్రెటన్
br_FR,"బ్రెటన్ (ఫ్రాన్స్‌)"
gv,మంకస్
gv_IM,"మంకస్ (ఐల్ ఆఫ్ మాన్)"
mn,మంగోలియన్
mn_MN,"మంగోలియన్ (మంగోలియా)"
mn_Cyrl_MN,"మంగోలియన్ (సిరిలిక్, మంగోలియా)"
mn_Cyrl,"మంగోలియన్ (సిరిలిక్)"
mr,మరాఠీ
mr_IN,"మరాఠీ (భారత దేశం)"
ml,మలయాళం
ml_IN,"మలయాళం (భారత దేశం)"
ms,మలేయ్
ms_BN,"మలేయ్ (బ్రూనై)"
ms_MY,"మలేయ్ (మలేషియా)"
ms_Latn_BN,"మలేయ్ (లాటిన్, బ్రూనై)"
ms_Latn_MY,"మలేయ్ (లాటిన్, మలేషియా)"
ms_Latn_SG,"మలేయ్ (లాటిన్, సింగపూర్)"
ms_Latn,"మలేయ్ (లాటిన్)"
ms_SG,"మలేయ్ (సింగపూర్)"
mk,మసడోనియన్
mk_MK,"మసడోనియన్ (మేసిడోనియా)"
mg,మాలాగసి
mg_MG,"మాలాగసి (మడగాస్కర్)"
mt,మాల్టీస్
mt_MT,"మాల్టీస్ (మాల్టా)"
yo,యోరుబా
yo_NG,"యోరుబా (నైజీరియా)"
yo_BJ,"యోరుబా (బెనిన్)"
rn,రండి
rn_BI,"రండి (బురుండి)"
ru,రష్యన్
ru_UA,"రష్యన్ (ఉక్రెయిన్)"
ru_KZ,"రష్యన్ (కజకస్తాన్)"
ru_KG,"రష్యన్ (కిర్గిజిస్తాన్)"
ru_BY,"రష్యన్ (బెలారస్)"
ru_MD,"రష్యన్ (మోల్డోవా)"
ru_RU,"రష్యన్ (రష్యా)"
rm,రోమన్ష్
rm_CH,"రోమన్ష్ (స్విట్జర్లాండ్)"
ro,రోమానియన్
ro_MD,"రోమానియన్ (మోల్డోవా)"
ro_RO,"రోమానియన్ (రోమానియా)"
lv,లాట్వియన్
lv_LV,"లాట్వియన్ (లాత్వియా)"
lo,లావో
lo_LA,"లావో (లావోస్)"
ln,లింగాల
ln_AO,"లింగాల (అంగోలా)"
ln_CD,"లింగాల (కాంగో- కిన్షాసా)"
ln_CG,"లింగాల (కాంగో- బ్రాజావిల్లి)"
ln_CF,"లింగాల (సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్)"
lt,లిథుయేనియన్
lt_LT,"లిథుయేనియన్ (లిథువేనియా)"
lb,లుక్సంబర్గిష్
lb_LU,"లుక్సంబర్గిష్ (లక్సంబర్గ్)"
lu,లూబ-కటాంగ
lu_CD,"లూబ-కటాంగ (కాంగో- కిన్షాసా)"
vi,వియత్నామీస్
vi_VN,"వియత్నామీస్ (వియత్నాం)"
cy,వెల్ష్
cy_GB,"వెల్ష్ (యునైటెడ్ కింగ్‌డమ్)"
ii,"శిషువన్ ఈ"
ii_CN,"శిషువన్ ఈ (చైనా)"
sn,షోన
sn_ZW,"షోన (జింబాబ్వే)"
sg,సాంగో
sg_CF,"సాంగో (సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్)"
si,సింహళం
si_LK,"సింహళం (శ్రీలంక)"
sr,సెర్బియన్
sr_XK,"సెర్బియన్ (కొసోవో)"
sr_BA,"సెర్బియన్ (బోస్నియా మరియు హెర్జెగొవీనా)"
sr_ME,"సెర్బియన్ (మోంటేనేగ్రో)"
sr_Latn_XK,"సెర్బియన్ (లాటిన్, కొసోవో)"
sr_Latn_BA,"సెర్బియన్ (లాటిన్, బోస్నియా మరియు హెర్జెగొవీనా)"
sr_Latn_ME,"సెర్బియన్ (లాటిన్, మోంటేనేగ్రో)"
sr_Latn_RS,"సెర్బియన్ (లాటిన్, సెర్బియా)"
sr_Latn,"సెర్బియన్ (లాటిన్)"
sr_Cyrl_XK,"సెర్బియన్ (సిరిలిక్, కొసోవో)"
sr_Cyrl_BA,"సెర్బియన్ (సిరిలిక్, బోస్నియా మరియు హెర్జెగొవీనా)"
sr_Cyrl_ME,"సెర్బియన్ (సిరిలిక్, మోంటేనేగ్రో)"
sr_Cyrl_RS,"సెర్బియన్ (సిరిలిక్, సెర్బియా)"
sr_Cyrl,"సెర్బియన్ (సిరిలిక్)"
sr_RS,"సెర్బియన్ (సెర్బియా)"
sh,సేర్బో-క్రొయేషియన్
sh_BA,"సేర్బో-క్రొయేషియన్ (బోస్నియా మరియు హెర్జెగొవీనా)"
so,సోమాలి
so_ET,"సోమాలి (ఇథియోపియా)"
so_KE,"సోమాలి (కెన్యా)"
so_DJ,"సోమాలి (జిబౌటి)"
so_SO,"సోమాలి (సోమాలియా)"
gd,"స్కాటిష్ గేలిక్"
gd_GB,"స్కాటిష్ గేలిక్ (యునైటెడ్ కింగ్‌డమ్)"
es,స్పానిష్
es_US,"స్పానిష్ (అమెరికా సంయుక్త రాష్ట్రాలు)"
es_AR,"స్పానిష్ (అర్జెంటీనా)"
es_GQ,"స్పానిష్ (ఈక్వటోరియల్ గినియా)"
es_EC,"స్పానిష్ (ఈక్వడార్)"
es_UY,"స్పానిష్ (ఉరుగువే)"
es_SV,"స్పానిష్ (ఎల్ సాల్వడోర్)"
